path,class_
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash49.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic296.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper458.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic29.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard89.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic19.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic134.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic34.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard402.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard107.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal170.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash102.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper76.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard284.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash53.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper294.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper149.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass220.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic226.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass156.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal165.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass270.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper430.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal46.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash100.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal369.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash50.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal285.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass421.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard183.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard105.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic351.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass494.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic42.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic87.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass3.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic38.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard205.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper199.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic243.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal193.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper467.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper251.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper443.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard40.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass387.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic322.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard100.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal379.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic281.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass279.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard389.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic179.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic64.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper406.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper132.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard190.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic286.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal335.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal209.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper542.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper173.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard290.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper237.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic6.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper527.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass448.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard238.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic297.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper99.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic314.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper472.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass443.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass130.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal338.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal240.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard174.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper563.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic325.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic462.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper87.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic393.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic267.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard158.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass137.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard296.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass444.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass455.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal5.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass442.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass352.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass378.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper219.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper529.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal212.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass281.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal254.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard280.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard7.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass188.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic31.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper75.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal100.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper477.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper475.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal294.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass23.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper193.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass414.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash44.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic164.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic204.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper491.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard255.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic217.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard372.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic9.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass210.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass52.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper192.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic147.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic389.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass53.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass217.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper185.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal164.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass222.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard358.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic232.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic95.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash136.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal238.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass410.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic139.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash114.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal81.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal368.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic420.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal262.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass451.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass459.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper10.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass326.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass400.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass173.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper133.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass119.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic228.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass191.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard310.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper561.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic399.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard185.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal387.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic427.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash60.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard294.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass7.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass299.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass382.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper236.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic370.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper168.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash42.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass34.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic450.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic60.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash39.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic198.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper223.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal390.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard356.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass234.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass123.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash55.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal59.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal129.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper497.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard363.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard103.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal123.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper511.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper98.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper44.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper556.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass278.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard14.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard212.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic110.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic186.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic240.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic330.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash131.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass325.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper74.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard265.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash14.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass21.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper581.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal86.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic236.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic24.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard233.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic83.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic374.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic52.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard330.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass122.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic260.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass223.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard62.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard341.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal228.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass166.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper325.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal55.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic438.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard22.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic466.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper2.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper269.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal8.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal325.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic278.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass407.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass238.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic58.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard361.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass295.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal62.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic224.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic307.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash56.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper39.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash13.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard322.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal401.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash89.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper259.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard67.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard253.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal178.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal380.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper208.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard90.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal61.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal74.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash32.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic197.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic364.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal13.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash120.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass11.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal3.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard289.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass203.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal220.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic480.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic210.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash61.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic468.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper8.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper332.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper113.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper415.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal92.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic476.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic49.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass383.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal223.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal397.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal77.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard377.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass366.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper584.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass292.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard390.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper453.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass273.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass212.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic109.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash86.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass339.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass403.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic323.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal253.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper320.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal201.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal296.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard354.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper328.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass340.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass305.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic288.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper127.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal381.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass351.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass225.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper152.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper203.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic339.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard211.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper295.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal162.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard5.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic378.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard351.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash91.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper317.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic108.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper95.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic53.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper65.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper468.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic111.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper302.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic159.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic456.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper459.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal373.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal173.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard380.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass334.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal260.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard150.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard239.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass47.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass197.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper546.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass88.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper329.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper312.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass115.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass139.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash84.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper167.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper207.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper13.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard235.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass243.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper142.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass249.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper338.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass344.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic166.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper391.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass499.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard76.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard308.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal188.jpg,metal
